show_id,title,type,country,rating,listed_in,description
s4952,Loaded,TV Show,United Kingdom,TV-MA,"British TV Shows, International TV Shows, TV Comedies",Four friends become overnight millionaires after selling their video game start-up. But their newfound status tests their friendship and resolve.
s4958,Doctor Foster,TV Show,United Kingdom,TV-MA,"British TV Shows, International TV Shows, Romantic TV Shows","When she suspects her husband is cheating on her, Dr. Gemma Foster starts an investigation that leads her down a dark path of obsession."
s4969,James Acaster: Repertoire,TV Show,United Kingdom,TV-14,"British TV Shows, International TV Shows, Stand-Up Comedy & Talk Shows","Offbeat comic James Acaster covers the strange, the mundane and everything in between in this collection of four wide-ranging stand-up specials."
s4974,Requiem,TV Show,United Kingdom,TV-MA,"British TV Shows, International TV Shows, TV Dramas","In the wake of a sudden tragedy, a London cellist unearths secrets that link her mother to the disappearance of a young girl in a small Welsh town."
s4993,Collateral,TV Show,"United Kingdom, United States",TV-MA,"British TV Shows, Crime TV Shows, International TV Shows","Investigating the murder of a pizza delivery man, a London detective uncovers a tangled conspiracy involving drug dealers, smugglers and spies."
s5031,Hitler's Circle of Evil,TV Show,United Kingdom,TV-14,"British TV Shows, Docuseries, International TV Shows","Surviving power struggles, betrayals and plots, Hitler's inner circle of Nazi leaders seizes control of Germany and designs its disastrous future."
s5033,The Frankenstein Chronicles,TV Show,United Kingdom,TV-MA,"British TV Shows, Crime TV Shows, International TV Shows","A detective tracks what seems to be a killer with a taste for dismemberment in 1827 London, but the case leads in a far more terrifying direction."
s5058,Retribution,TV Show,United Kingdom,TV-MA,"British TV Shows, Crime TV Shows, International TV Shows",A dark web of secrets and lies emerges when a newlywed couple is killed and detectives question their feuding families.
s5098,Lovesick,TV Show,United Kingdom,TV-MA,"British TV Shows, International TV Shows, Romantic TV Shows","In his quest for true love, Dylan found chlamydia. Joined by friends Evie and Luke, he relives past encounters as he notifies all his former partners."
s5112,Myths & Monsters,TV Show,United Kingdom,TV-PG,"British TV Shows, Docuseries",This documentary series takes us to the mythic landscapes of Europe to explore some of most enduring legends produced by European culture.
s5150,Man Down,TV Show,United Kingdom,TV-MA,"British TV Shows, International TV Shows, TV Comedies","A childish idiot trapped in an adult's body, schoolteacher Dan hates his job, hates his girlfriend-less life and has good reason to fear his dad."
s5151,Broadchurch,TV Show,United Kingdom,TV-MA,"British TV Shows, Crime TV Shows, International TV Shows","After a young boy is murdered in the small seaside town of Broadchurch, local detectives Ellie Miller and Alec Hardy are assigned the mysterious case."
s5207,W1A,TV Show,United Kingdom,TV-MA,"British TV Shows, TV Comedies","The new Head of Values at the BBC deals with redefining the company's purpose, events like the arrival of Prince Charles and issues with new programs."
s5252,The Royal House of Windsor,TV Show,United Kingdom,TV-MA,"British TV Shows, Docuseries, International TV Shows","Drawing on newly available info, this show traces how the British royal family has survived the last 100 years of power struggles, politics and more."
s5258,Paul Hollywood's Big Continental Road Trip,TV Show,United Kingdom,TV-14,"British TV Shows, Docuseries, International TV Shows","Gear up for a fast-paced journey as celebrity chef and avid auto enthusiast Paul Hollywood takes in the cars and culture of France, Italy and Germany."
s5364,The IT Crowd,TV Show,United Kingdom,TV-MA,"British TV Shows, Classic & Cult TV, International TV Shows","Aided by a tech-illiterate manager, a pair of basement-dwelling dweebs makes the most of life in IT at a corporation run by a cloddish new owner."
s5366,Vexed,TV Show,United Kingdom,TV-MA,"British TV Shows, Crime TV Shows, International TV Shows",Charming slacker DI Jack Armstrong and driven professional DI Kate Bishop try to solve crimes together without driving each other crazy.
s5367,World War II in Colour,TV Show,United Kingdom,TV-MA,"British TV Shows, Docuseries, International TV Shows",Footage of the most dramatic moments from World War II is restored in color and high definition for this historical documentary series.
s5398,Learning Songs by Little Baby Bum: Nursery Rhyme Friends,TV Show,United Kingdom,TV-Y,"British TV Shows, Kids' TV","Simple songs mix with colorful animation to teach youngsters about concepts such as animals, vehicles, numbers, colors and more."
s5445,Crashing,TV Show,United Kingdom,TV-MA,"British TV Shows, International TV Shows, Romantic TV Shows","In exchange for low rent, a hodgepodge group of 20-something tenants set up residence as property guards in a disused hospital, where hilarity ensues."
s5556,Hoff the Record,TV Show,United Kingdom,TV-MA,"British TV Shows, TV Comedies","TV star David Hasselhoff hopes to reboot his career in the U.K., but both his comeback plans and his personal life keep going off the rails."
s5559,Bottersnikes & Gumbles,TV Show,"United States, United Kingdom, Australia",TV-Y7,"British TV Shows, Kids' TV",The fun-loving Gumbles bounce and play while staying away from the foul-smelling Bottersnikes who live in a nearby junkyard.
s5663,Crazyhead,TV Show,United Kingdom,TV-MA,"British TV Shows, International TV Shows, TV Comedies",Bowling alley worker Amy and nonconformist Raquel kick some serious demon butt while also facing their inner demons as they navigate their early 20s.
s5675,Merlin,TV Show,United Kingdom,TV-PG,"British TV Shows, International TV Shows, TV Action & Adventure","This family-oriented retelling of the King Arthur legend finds Merlin arriving in Camelot, where he hones his magic skills with the help of his uncle."
s5717,Paranoid,TV Show,United Kingdom,TV-MA,"British TV Shows, Crime TV Shows, International TV Shows","When a woman is brutally murdered on a playground, a group of detectives find themselves drawn into a dark conspiracy as they search for the killer."
s5724,Danger Mouse,TV Show,United Kingdom,TV-Y7,"British TV Shows, Kids' TV",The world's greatest super-spy returns to save the world with the help of hapless hamster Penfold and a collection of state-of-the-art gadgetry.
s5802,Conspiracy,TV Show,United Kingdom,TV-14,"British TV Shows, Docuseries","Skeptics and others discuss widely held conspiracy theories involving aliens, government cover-ups, secret assassinations and other intrigues."
s5803,Dead Set,TV Show,United Kingdom,TV-MA,"British TV Shows, TV Horror, TV Thrillers","While the housemates in the Big Brother house remain oblivious, fast-moving hordes of the undead decimate the studio compound."
s5807,Witches: A Century of Murder,TV Show,United Kingdom,TV-14,"British TV Shows, Crime TV Shows, Docuseries","Historian Suzannah Lipscomb investigates the witch hunts that plagued Britain in the 17th century, examining common myths about their origin."
s5812,Behind Enemy Lines,TV Show,United States,TV-14,"British TV Shows, Docuseries","After dire setbacks in 1940, Winston Churchill commissions a new kind of fighting force: commandos trained to use stealth and audacious tactics."
s5813,Caught on Camera,TV Show,United Kingdom,TV-MA,"British TV Shows, Crime TV Shows, Docuseries","Nick Wallis presents crimes caught on CCTV, cell phones and other devices and reveals how investigators use the recordings to solve tough cases."
s5823,Cocaine,TV Show,United Kingdom,TV-14,"British TV Shows, Crime TV Shows, Docuseries","Three films chronicle the cocaine trade's sweeping impact on the citizens of Peru, Brazil and Colombia, from poor farmers to powerful drug lords."
s5824,Edge of the Universe,TV Show,United Kingdom,TV-G,"British TV Shows, Docuseries, Science & Nature TV","Leading astronomers reveal the latest discoveries about death-trap planets, asteroids, comets and other wonders of the cosmos."
s5909,Danger Mouse: Classic Collection,TV Show,United Kingdom,TV-Y,"British TV Shows, Kids' TV, TV Comedies","Follow the adventures of superspy Danger Mouse and his bumbling sidekick, Penfold, as they jet around the world foiling their enemies' evil plots."
s5985,100% Hotter,TV Show,United Kingdom,TV-14,"British TV Shows, International TV Shows, Reality TV","A stylist, a hair designer and a makeup artist team up to give Britain's biggest fashion disasters some much-needed makeunders."
s6027,9 Months That Made You,TV Show,United States,TV-PG,"British TV Shows, Docuseries, Science & Nature TV","Witness the wonders of human gestation through cutting-edge CGI, and learn how those nine months inside the womb can affect all aspects of one's life."
s6067,A Young Doctor's Notebook and Other Stories,TV Show,United Kingdom,TV-MA,"British TV Shows, TV Comedies, TV Dramas","Set during the Russian Revolution, this comic miniseries is based on a doctor's memories of his early career working in an out-of-the-way village."
s6095,Africa,TV Show,United Kingdom,TV-PG,"British TV Shows, Docuseries, International TV Shows","This five-part nature series chronicles fascinating stories of survival on the African continent, home to the most diverse animal life on the planet."
s6101,Age Gap Love,TV Show,United Kingdom,TV-MA,"British TV Shows, Reality TV, Romantic TV Shows","Despite the social backlash and challenges that come with intergenerational romance, these couples choose to stick together through thick and thin."
s6106,Ainsley Eats the Streets,TV Show,United Kingdom,TV-PG,"British TV Shows, Docuseries, International TV Shows",Celebrity chef Ainsley Harriott embarks on a journey around the world to explore the relationship between local street foods and cultural identity.
s6214,Bad Education,TV Show,United Kingdom,TV-MA,"British TV Shows, TV Comedies","A history teacher at the posh Abbey Grove, Alfie Wickers is something truly special: He's his school's, if not England's, single worst educator."
s6254,Battlefield Recovery,TV Show,United Kingdom,TV-PG,"British TV Shows, Docuseries, Reality TV",A four-man team heads to Latvia and Poland to unearth rare World War II artifacts and shed new light on the bloody battles of the Eastern Front.
s6305,"Big Dreams, Small Spaces",TV Show,United Kingdom,TV-G,"British TV Shows, International TV Shows, Reality TV",Writer and presenter Monty Don helps England's budding horticulturists plant and grow the gardens of their dreams.
s6342,Blue Planet II,TV Show,United Kingdom,TV-G,"British TV Shows, Docuseries, Science & Nature TV","This sequel to the award-winning nature series ""Blue Planet"" dives beneath Earth's oceans to reveal the dazzling vistas and amazing creatures there."
s6362,Borderline,TV Show,United Kingdom,TV-14,"British TV Shows, TV Comedies",A team of inept border agents tackles immigration issues at the fictional Northend Airport in this improvised mockumentary series.
s6365,Botched Up Bodies,TV Show,United Kingdom,TV-MA,"British TV Shows, Docuseries, International TV Shows","From lifting saggy skin to repairing shoddy breast enhancements, plastic surgeons tackle extreme fixer-uppers."
s6394,Burnistoun,TV Show,United Kingdom,TV-MA,"British TV Shows, TV Comedies","This sketch series focuses on the eccentric characters in a small Scottish town, including bumbling cops, ""DJ Jesus"" and a disgruntled serial killer."
s6399,Cabins in the Wild with Dick Strawbridge,TV Show,United Kingdom,TV-PG,"British TV Shows, International TV Shows, Reality TV","Engineer Dick Strawbridge and craftsman Will Hardie tour eight unique cabins built for a pop-up hotel in Wales, and construct No. 9 on their own."
s6460,Chewin' the Fat,TV Show,United Kingdom,TV-14,"British TV Shows, TV Comedies","Petty criminals, dodgy decorators, full-bore Glaswegians and oddball documentary presenters converge in this sketch show that parodies Scottish life."
s6461,Chewing Gum,TV Show,United Kingdom,TV-MA,"British TV Shows, International TV Shows, Romantic TV Shows","The virginal Tracey, who was raised in a strictly religious Tower Hamlets flat, is ready to realize her potential. And the first step is having sex."
s6488,City in the Sky,TV Show,United Kingdom,TV-PG,"British TV Shows, Docuseries, Science & Nature TV","This series explores the magnitude and scale of modern air travel, and the challenges faced by those responsible for its smooth functioning."
s6491,Civilizations,TV Show,United Kingdom,TV-14,"British TV Shows, Docuseries","Expanding Kenneth Clark's 1969 ""Civilisation"" series for a new generation, this reboot explores the art of cultures around the world, throughout time."
s6499,Click for Murder,TV Show,United Kingdom,TV-14,"British TV Shows, Crime TV Shows, Docuseries",Crime journalist Donal MacIntyre reveals how deadly the internet can be as he dissects the technological methods behind heinous acts.
s6550,Dad's Army,TV Show,United Kingdom,TV-PG,"British TV Shows, Classic & Cult TV, TV Comedies",This beloved sitcom follows the unlikely heroes of the volunteer British Home Guard as they prepare for German invasion in World War II.
s6561,Dangerous Roads,TV Show,United Kingdom,TV-MA,"British TV Shows, Docuseries","Using various 4x4 vehicles, celebrities steer their way across some of the most infamous roads and trickiest terrains on earth."
s6660,Earth's Natural Wonders,TV Show,United Kingdom,TV-PG,"British TV Shows, Docuseries, Science & Nature TV",Earth's most sublime landscapes can also be the most forbidding. Discover how inhabitants survive and flourish in our planet's harshest environments.
s6696,Encounters with Evil,TV Show,United Kingdom,TV-14,"British TV Shows, Crime TV Shows, Docuseries","This documentary series tries to get at the root of some of the most heinous crimes ever committed by deranged, cold-blooded criminals."
s6715,Everyday Miracles,TV Show,United Kingdom,TV-PG,"British TV Shows, Docuseries, International TV Shows",Materials scientist Mark Miodownik takes us into the world of everyday objects that make our lives more comfortable than those of our ancestors.
s6725,Extras,TV Show,"United Kingdom, United States",TV-MA,"British TV Shows, TV Comedies","Grasping hungrily for stardom, bit actor Andy Millman and his pal Maggie spend their days chasing after work as film and TV extras."
s6733,Fake or Fortune?,TV Show,United Kingdom,TV-G,"British TV Shows, Crime TV Shows, Docuseries",Fiona Bruce and Philip Mould use investigative skills and scientific techniques to determine if paintings are real or just impressive forgeries.
s6743,Father Brown,TV Show,United Kingdom,TV-14,"British TV Shows, Crime TV Shows, TV Dramas","A modest, compassionate priest doubles as an effective crime solver in this series based on the short stories by G.K. Chesterton."
s6786,Forces of Nature,TV Show,United Kingdom,TV-PG,"British TV Shows, Docuseries, Science & Nature TV","This dynamic series spans the globe to explain the complex natural forces that govern the planet, from shape and color to motion and the elements."
s6811,Frozen Planet,TV Show,"United Kingdom, United States, Spain, Germany, Greece, Canada",TV-PG,"British TV Shows, Docuseries, International TV Shows",Go on a journey through the Arctic and Antarctic with this visually stunning program that explores these wildernesses and their inhabitants.
s6835,Genius of the Ancient World,TV Show,United Kingdom,TV-PG,"British TV Shows, Docuseries, International TV Shows","Historian Bettany Hughes travels to India, Greece and China to explore the lives and times of Buddha, Socrates and Confucius."
s6836,Genius of the Modern World,TV Show,United Kingdom,TV-PG,"British TV Shows, Docuseries, International TV Shows","Historian Bettany Hughes explores the intellectual landscapes that helped shape the work of Karl Marx, Friedrich Nietzsche and Sigmund Freud."
s6890,Grand Designs,TV Show,United Kingdom,TV-14,"British TV Shows, International TV Shows, Reality TV","Host Kevin McCloud presents people who take self-building houses to a new level, following every step of their ambitious plans from beginning to end."
s6895,Great Interior Design Challenge,TV Show,United Kingdom,TV-PG,"British TV Shows, International TV Shows, Reality TV","In this reality series, amateur interior designers on tight budgets test their mettle transforming rooms with speed and style."
s6923,Happy Valley,TV Show,United Kingdom,TV-MA,"British TV Shows, Crime TV Shows, International TV Shows","Yorkshire police sergeant Catherine Cawood pursues the man who assaulted her late daughter, unaware he is now part of a secret kidnapping plot."
s6931,Harold Shipman - Driven to Kill,TV Show,United Kingdom,TV-14,"British TV Shows, Crime TV Shows, Docuseries","Interviews and dramatic reconstructions illuminate the twisted motivations and brazen crimes of serial killer and respected physician, Harold Shipman."
s6972,Hinterland,TV Show,United Kingdom,TV-14,"British TV Shows, Crime TV Shows, International TV Shows","Forsaking London for the rustic landscapes of Wales, a police detective with a troubled soul finds himself in a place with secrets as dark as his own."
s6977,History's Greatest Hoaxes,TV Show,Australia,TV-PG,"British TV Shows, Docuseries","Using previously unseen footage, this documentary series offers new insights into some of the biggest scams and forgeries in human history."
s6999,Horror Homes,TV Show,United Kingdom,TV-14,"British TV Shows, Docuseries, International TV Shows","Dream homes turn into property nightmares when mold, maggots, natural disasters and other inconveniences move in."
s7029,Hunters of the South Seas,TV Show,United Kingdom,TV-14,"British TV Shows, Docuseries","In a far corner of the Pacific Ocean, people who live entirely at sea share insights into their incredible amphibious lifestyle."
s7070,India: Nature's Wonderland,TV Show,United Kingdom,TV-PG,"British TV Shows, Docuseries, Science & Nature TV",Wildlife biologist Liz Bonnin explores the natural wonders of India in this series that reveals the species and cultures unique to this ancient land.
s7081,Inside The Freemasons,TV Show,United Kingdom,TV-MA,"British TV Shows, Docuseries, International TV Shows","Explore the history and future of the Freemasons, a fraternal order steeped in both secrecy and tradition."
s7141,Jonathan Strange & Mr Norrell,TV Show,United Kingdom,TV-14,"British TV Shows, TV Dramas, TV Sci-Fi & Fantasy","In 1806, ambitious magician Norrell leads a revival of practical magic in England and ignites a fierce rivalry with bold young conjurer Strange."
s7216,Kitten Rescuers,TV Show,United Kingdom,TV-14,"British TV Shows, International TV Shows, Reality TV",Cat-crazy host Jo Brand follows vets and animal welfare officers who take on daring rescues to save furry felines subjected to different cat-astrophes.
s7267,Land Girls,TV Show,United Kingdom,TV-14,"British TV Shows, International TV Shows, TV Dramas","Follow the lives, loves, highs and lows of four members of the Women's Land Army who are working at the Hoxley Estate during WWII."
s7280,Learning Time with Timmy,TV Show,United Kingdom,TV-Y,"British TV Shows, Kids' TV",Colorful characters and edutaining activities help make learning English fun in this series geared toward youngsters.
s7301,Life on Location,TV Show,United States,TV-G,"British TV Shows, Docuseries, Science & Nature TV","Members of the BBC's ""Life"" production crew go behind the scenes to explain just what it took to capture key sequences of the program."
s7302,Life Story,TV Show,United Kingdom,TV-14,"British TV Shows, Docuseries, Science & Nature TV",This documentary series follows wild creatures in their native habitats as they navigate the perilous journey from birth to adulthood and beyond.
s7308,Limmy's Show!,TV Show,United Kingdom,TV-MA,"British TV Shows, TV Comedies","Scottish comic Brian ""Limmy"" Limond headlines this sketch series featuring him in various roles from a TV psychic to costumed adventurer ""Falconhoof."""
s7334,London Spy,TV Show,United Kingdom,TV-MA,"British TV Shows, Crime TV Shows, International TV Shows","When his reclusive-banker lover disappears, a hard-partying young British hedonist plunges into the dangerous world of espionage to find the truth."
s7354,Love Your Garden,TV Show,United Kingdom,TV-G,"British TV Shows, International TV Shows, Reality TV",Famed horticulturist Alan Titchmarsh hosts this uplifting show in which he and his team travel the U.K. planting dream gardens for deserving citizens.
s7419,Mary Portas: Secret Shopper,TV Show,United Kingdom,TV-14,"British TV Shows, International TV Shows, Reality TV",Retail consultant Mary Portas collaborates with Britain's most complained-about stores to help them better serve fed-up customers.
s7436,Mega Food,TV Show,United Kingdom,TV-G,"British TV Shows, Docuseries, International TV Shows","Visiting the busiest kitchens in the world, this reality series focuses on large-scale food production – and the people who make it happen."
s7486,Monkey Planet,TV Show,United Kingdom,TV-PG,"British TV Shows, Docuseries, Science & Nature TV","Join zoologist Dr. George McGavin for a fascinating, up-close look at the habits and behaviors of primates, our closest animal relatives."
s7505,Monty Don's French Gardens,TV Show,United Kingdom,TV-G,"British TV Shows, Docuseries, International TV Shows","TV personality Monty Don visits France’s most famous gardens to dig up the influence of power, culture and passion on their conceptions and designs."
s7506,Monty Don's Italian Gardens,TV Show,United Kingdom,TV-G,"British TV Shows, Docuseries, International TV Shows","From horticultural hideaways to luxurious botanical displays, TV personality Monty Don explores the history behind Italy’s most extraordinary gardens."
s7539,My Hotter Half,TV Show,United Kingdom,TV-PG,"British TV Shows, International TV Shows, Reality TV","Couples compete to see who can take the sexiest selfie, with the loser getting a much-needed makeover."
s7548,My Tattoo Addiction,TV Show,United Kingdom,TV-MA,"British TV Shows, Docuseries",Ink junkies dig skin deep and share personal stories about their collection of body art.
s7572,Nature's Great Events (2009),TV Show,"United States, United Kingdom",TV-PG,"British TV Shows, Docuseries, Science & Nature TV","This series looks at how seasonal changes cause shifting weather patterns and ocean currents, creating the conditions for spectacular wildlife events."
s7573,Nature's Great Events: Diaries,TV Show,"United States, United Kingdom",TV-PG,"British TV Shows, Docuseries, Science & Nature TV",Look behind the scenes of this wildlife documentary series that examines how animals around the world adapt to chaotic natural phenomena.
s7574,Nature's Great Race,TV Show,United Kingdom,TV-PG,"British TV Shows, Docuseries, Science & Nature TV","Epic footage captures three of the world's most significant land migrations, following elephants, caribou and zebras on their treacherous journeys."
s7575,Nature's Weirdest Events,TV Show,United Kingdom,TV-PG,"British TV Shows, Docuseries, Science & Nature TV","Host Chris Packham examines bizarre natural phenomena from around the globe, from strange creatures to geographical oddities."
s7598,North & South,TV Show,United Kingdom,NR,"British TV Shows, Romantic TV Shows, TV Dramas","When her father moves his family to an industrial mill town, the parson's daughter, Margaret Hale, struggles to adapt to her harsh new surroundings."
s7630,Nurses Who Kill,TV Show,United Kingdom,TV-14,"British TV Shows, Crime TV Shows, Docuseries","Top medical, criminal and psychological experts analyze the motives and methods of nurses who use their positions to kill rather than heal."
s7672,Operation Gold Rush,TV Show,United Kingdom,TV-14,"British TV Shows, Reality TV",A team of modern-day adventurers follows the footsteps of the money-hungry explorers who trekked the Klondike in search of Canadian gold.
s7675,Operation Ouch!,TV Show,United Kingdom,TV-PG,"British TV Shows, Kids' TV, TV Comedies",Drs. Chris and Xand van Tulleken take an entertaining approach to educate children about medicine and biology through experiments and hospital visits.
s7748,Planet Earth II,TV Show,United Kingdom,TV-G,"British TV Shows, Docuseries, Science & Nature TV","In this sequel to the Emmy-winning ""Planet Earth"" series, viewers are treated to rich and intimate views of the natural diversity of our planet."
s7749,Planet Earth: The Complete Collection,TV Show,United Kingdom,TV-PG,"British TV Shows, Docuseries, International TV Shows",This landmark series transports nature lovers from the Himalayan Mountains to the depths of the ocean and everywhere in between.
s7851,Reggie Yates Outside Man,TV Show,United Kingdom,TV-MA,"British TV Shows, Docuseries, International TV Shows","Award-winning filmmaker Reggie Yates travels around the world tackling big issues such as gun violence, racism, gay rights and addiction."
s7865,Revolting Rhymes,TV Show,United Kingdom,TV-PG,"British TV Shows, Kids' TV",Popular fairy tales take on a darkly comic edge in these short animated films based on a book by Roald Dahl and illustrator Quentin Blake.
s7871,Ripper Street,TV Show,"United Kingdom, Ireland",TV-MA,"British TV Shows, Crime TV Shows, TV Dramas","It's been six months since the last Jack the Ripper killing, and East London is hopeful that his reign of terror might have run its course."
s8003,Sherlock,TV Show,"United Kingdom, United States",TV-14,"British TV Shows, Crime TV Shows, International TV Shows","In this updated take on Sir Arthur Conan Doyle's beloved mystery tales, the eccentric sleuth prowls the streets of modern London in search of clues."
s8130,SuperNature: Wild Flyers,TV Show,United Kingdom,TV-PG,"British TV Shows, Docuseries, Science & Nature TV",This series examines the aerodynamics of flight and the evolutionary processes that have enabled certain species to survive by taking to the skies.
s8209,The Bible's Buried Secrets,TV Show,United Kingdom,TV-14,"British TV Shows, Docuseries, Science & Nature TV","Host Francesca Stavrakopoulou travels across the Middle East, offering extraordinary insights into the stories of the Old Testament."
s8210,The Big Catch,TV Show,United Kingdom,TV-PG,"British TV Shows, Reality TV","In a global competition, eight fishing enthusiasts battle extreme conditions and dangerous waters to be crowned the ultimate angler."
s8215,The Blue Planet: A Natural History of the Oceans,TV Show,United Kingdom,TV-G,"British TV Shows, Docuseries, International TV Shows","David Attenborough narrates this definitive exploration of the marine world, from the familiar to the unknown, revealing the sea and its communities."
s8217,The Bomb Squad,TV Show,United Kingdom,TV-MA,"British TV Shows, Docuseries",This documentary follows British bomb disposal teams in Afghanistan and the dangers they face in their methodical lives on the front lines of war.
s8251,The Code,TV Show,United Kingdom,TV-PG,"British TV Shows, Docuseries, International TV Shows","In this three-part documentary series, host Marcus du Sautoy examines the mathematical code underlying all of life on Earth and the universe itself."
s8294,The Fear,TV Show,United Kingdom,TV-MA,"British TV Shows, Crime TV Shows, TV Dramas","Richie Beckett is an aging Brighton crime boss who's struggling with the onset of dementia, just as a rival gang is trying to take over his territory."
s8303,The Five,TV Show,United Kingdom,TV-MA,"British TV Shows, Crime TV Shows, TV Dramas","Twenty years after 5-year-old Jesse disappears near his home, his DNA turns up at the scene of a woman's murder, baffling his family and the police."
s8316,The Furchester Hotel,TV Show,"United Kingdom, United States",TV-Y,"British TV Shows, Kids' TV","Elmo hops across the pond to help his extended monster family solve problems at their ""almost"" world-class establishment, the Furchester Hotel."
s8332,The Great British Baking Show: Masterclass,TV Show,United Kingdom,TV-PG,"British TV Shows, Reality TV",Hosts Mary Berry and Paul Hollywood leave the tent and go into the kitchen to put their professional spin on baking techniques used in the show.
s8335,The Great Train Robbery,TV Show,United Kingdom,NR,"British TV Shows, Crime TV Shows, International TV Shows","This two-part tale delivers the true story of the Great Train Robbery of 1963, the biggest one in England's history."
s8354,The Hunt,TV Show,United Kingdom,TV-PG,"British TV Shows, Docuseries, Science & Nature TV","Witness some of the most riveting showdowns in the animal kingdom as cameras capture leopards, polar bears and other predators targeting their prey."
s8358,The Inbetweeners,TV Show,United Kingdom,TV-MA,"British TV Shows, TV Comedies",This rib-tickling series follows four English lads as they try – and fail spectacularly – to navigate the wretched no-man's land of adolescence.
s8367,The Investigator: A British Crime Story,TV Show,United Kingdom,TV-MA,"British TV Shows, Crime TV Shows, Docuseries","After 40 years of inconclusive evidence, renowned criminologist Mark Williams-Thomas re-examines a string of mysterious murders."
s8412,The Making of Frozen Planet,TV Show,"United Kingdom, United States, Spain, Germany, Greece, Canada",TV-PG,"British TV Shows, Docuseries, Science & Nature TV",Documentary crew members brave Earth's most frigid regions to capture the majesty and mystery found in the chillier side of the animal kingdom.
s8432,The Murder Detectives,TV Show,United Kingdom,TV-MA,"British TV Shows, Crime TV Shows, Docuseries","This series tracks the ups and downs of an 18-month investigation into the 2014 stabbing murder of teenager Nicholas Robinson in Bristol, England."
s8477,The Real Football Factories,TV Show,United Kingdom,TV-MA,"British TV Shows, Docuseries, International TV Shows",Examine the troubling history of football hooliganism and hear from real hooligans about their bitter rivalries and rowdiest brawls.
s8600,Toast of London,TV Show,United Kingdom,TV-MA,"British TV Shows, Classic & Cult TV, TV Comedies","After a divorce and fatal career move, a classically trained British stage actor navigates single life with his odd roommate and takes on horrid jobs."
s8605,Top 10 Secrets and Mysteries,TV Show,"United Kingdom, United States, Czech Republic",TV-14,"British TV Shows, Docuseries, Science & Nature TV","This series investigates mysteries that persistently elude scientific explanation, such as mythical creatures, UFOs, sacred sites and more."
s8647,Twirlywoos,TV Show,United Kingdom,TV-Y,"British TV Shows, Kids' TV","The colorful and curious family of Twirlywoos bounces around their boat and visits new places, turning learning into adventures wherever they land."
s8713,Weird Wonders of the World,TV Show,United Kingdom,TV-PG,"British TV Shows, Docuseries, Science & Nature TV","From animal oddities and bizarre science to medical marvels, scientists and experts examine some of the world's strangest mysteries and phenomena."
s8741,Wild Alaska,TV Show,United Kingdom,TV-PG,"British TV Shows, Docuseries, Science & Nature TV","The natural bounty of Alaska sustains its diverse species through extreme weather conditions in three seasons, each with its rewards and challenges."
s8742,Wild Arabia,TV Show,United Kingdom,TV-PG,"British TV Shows, Docuseries, Science & Nature TV",The widely varied geology and dramatic landscapes in the continental crossroads of Arabia harbors a rich history and an abundance of wildlife.
s8759,World's Busiest Cities,TV Show,United Kingdom,TV-PG,"British TV Shows, Docuseries","From Moscow to Mexico City, three BBC journalists delve into the inner workings of some of the most burgeoning metropolises on Earth."
